Time,Topic,Location,Measure,CustomerID,DateReported,PossiblePoints,Question,Correct
Spring,Trivia,Trivia-Denver,La Case De Papel Pre-Measure,9010487,12/5/2019 12:36,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Denver,La Case De Papel Post-Measure,9010487,12/5/2019 12:51,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Pre-Measure,9026265,12/9/2019 12:02,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Post-Measure,9026265,1/3/2020 9:48,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Pre-Measure,9025325,11/13/2019 17:19,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Post-Measure,9025325,12/28/2019 14:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9033057,4/18/2020 10:09,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9033057,6/17/2020 13:04,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9024665,11/8/2019 14:43,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Post-Measure,9024665,12/30/2019 17:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9028653,12/17/2019 9:25,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Post-Measure,9028653,11/13/2020 23:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9024433,11/4/2019 15:18,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Post-Measure,9024433,12/19/2019 10:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Pre-Measure,9010189,12/4/2019 15:34,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Post-Measure,9010189,12/6/2019 7:36,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9028695,12/26/2019 11:51,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Post-Measure,9028695,12/30/2019 20:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9026171,11/26/2019 6:33,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Post-Measure,9026171,12/30/2019 10:32,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9024403,11/4/2019 14:17,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9024403,11/26/2019 14:10,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Pre-Measure,9013171,2/19/2020 14:10,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Post-Measure,9013171,2/24/2020 17:22,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9024521,11/4/2019 6:58,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Post-Measure,9024521,1/23/2020 8:09,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Pre-Measure,9012809,2/14/2020 9:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Post-Measure,9012809,3/7/2020 5:22,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033095,3/19/2020 16:03,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Post-Measure,9033095,3/23/2020 19:13,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9031347,1/28/2020 12:50,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9031347,2/1/2020 9:09,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9013863,12/3/2019 12:00,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9013863,12/3/2019 12:24,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Pre-Measure,9024763,11/5/2019 13:29,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Post-Measure,9024763,11/26/2019 6:02,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033133,3/19/2020 14:45,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Post-Measure,9033133,6/8/2020 11:50,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9013235,11/13/2019 16:09,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9013235,12/6/2019 7:13,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Pre-Measure,9025901,11/21/2019 16:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Post-Measure,9025901,11/26/2019 15:32,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9024639,11/4/2019 17:30,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9024639,2/27/2020 17:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9037027,6/3/2020 20:24,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9037027,6/4/2020 19:15,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9031135,1/27/2020 12:26,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9031135,2/3/2020 17:59,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Nairobi,La Case De Papel Pre-Measure,9024801,11/6/2019 19:54,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Nairobi,La Case De Papel Post-Measure,9024801,12/27/2019 20:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9037395,6/15/2020 5:44,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9037395,6/24/2020 12:55,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9026467,12/7/2019 10:43,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Post-Measure,9026467,12/30/2019 13:54,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Pre-Measure,9025007,11/7/2019 8:54,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Post-Measure,9025007,11/18/2019 7:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9013033,12/11/2019 13:16,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9013033,12/11/2019 13:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9024513,11/26/2019 12:40,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Post-Measure,9024513,2/18/2020 16:12,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9001945,11/4/2019 12:00,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Post-Measure,9001945,11/22/2019 18:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9024425,11/4/2019 12:37,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9024425,12/23/2019 13:50,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033129,3/19/2020 11:47,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9013683,11/16/2019 6:42,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9013683,12/11/2019 7:47,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9033287,4/9/2020 7:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9033287,5/14/2020 7:00,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9025625,12/8/2019 17:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Post-Measure,9025625,1/22/2020 17:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Pre-Measure,9019111,11/24/2019 16:04,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Post-Measure,9019111,12/23/2019 17:36,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Pre-Measure,9025917,11/21/2019 17:11,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Post-Measure,9025917,12/20/2019 17:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033713,4/20/2020 6:31,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Post-Measure,9033713,4/20/2020 12:12,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033099,3/19/2020 8:18,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Post-Measure,9033099,4/2/2020 6:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Nairobi,La Case De Papel Pre-Measure,9024817,11/5/2019 17:45,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9026159,11/30/2019 9:18,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Istanbul,La Case De Papel Post-Measure,9026159,12/30/2019 12:24,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Pre-Measure,9026861,12/4/2019 13:08,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Post-Measure,9026861,1/12/2020 9:28,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Nairobi,La Case De Papel Pre-Measure,9038343,9/10/2020 6:13,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033771,4/30/2020 11:47,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Post-Measure,9033771,6/3/2020 9:59,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9031909,2/5/2020 19:35,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9031909,4/25/2020 17:56,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Nairobi,La Case De Papel Pre-Measure,9024885,11/6/2019 8:34,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Nairobi,La Case De Papel Post-Measure,9024885,1/8/2020 12:34,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Pre-Measure,9026167,11/25/2019 22:43,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Case De Papel Post-Measure,9026167,12/26/2019 14:52,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9036953,6/1/2020 12:08,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9036953,6/3/2020 15:15,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9029633,1/11/2020 14:10,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9029633,1/25/2020 10:54,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033063,3/19/2020 6:54,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9029925,1/14/2020 14:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9029925,1/18/2020 17:05,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Pre-Measure,9024919,11/18/2019 10:06,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Post-Measure,9024919,12/23/2019 10:18,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Pre-Measure,9026939,11/11/2019 5:00,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Post-Measure,9026939,12/4/2019 12:59,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Pre-Measure,9025649,12/26/2019 11:19,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Post-Measure,9025649,3/4/2020 18:44,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033083,3/19/2020 11:03,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Post-Measure,9033083,3/21/2020 6:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Post-Measure,9010443,12/10/2019 6:52,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9029371,3/2/2020 12:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Post-Measure,9029371,3/16/2020 9:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Pre-Measure,9030867,1/23/2020 7:15,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Palermo,La Case De Papel Post-Measure,9030867,1/23/2020 7:35,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Pre-Measure,9025761,12/12/2019 11:32,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9024601,11/4/2019 15:30,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9037237,6/3/2020 15:03,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9031975,2/7/2020 4:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9031975,3/15/2020 18:52,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Post-Measure,9010087,12/10/2019 6:05,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9033137,3/19/2020 14:52,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033087,4/9/2020 13:35,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Post-Measure,9033087,4/11/2020 16:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9026147,1/12/2020 19:07,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9027867,12/27/2019 7:14,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Post-Measure,9027867,12/27/2019 14:05,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Pre-Measure,9028925,3/2/2020 6:25,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Pre-Measure,9028603,1/27/2020 13:57,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Post-Measure,9028603,2/8/2020 19:58,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9026113,12/16/2019 9:42,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Post-Measure,9026113,1/21/2020 19:43,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Pre-Measure,9033069,3/19/2020 13:53,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Case De Papel Post-Measure,9033069,6/4/2020 10:36,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Pre-Measure,9010299,12/11/2019 6:17,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Denver,La Case De Papel Post-Measure,9010299,12/11/2019 6:29,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Pre-Measure,9024795,11/9/2019 4:53,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Post-Measure,9024795,11/30/2019 16:57,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Pre-Measure,9013949,1/23/2020 12:05,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Denver,La Case De Papel Post-Measure,9013949,1/29/2020 13:46,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9024551,11/4/2019 17:12,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9024551,11/23/2019 12:16,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Pre-Measure,9030511,1/19/2020 11:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9026161,11/25/2019 17:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Post-Measure,9026161,1/2/2020 20:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Pre-Measure,9024955,11/6/2019 17:24,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Case De Papel Post-Measure,9024955,1/15/2020 12:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9024471,11/4/2019 10:58,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Post-Measure,9024471,11/18/2019 16:17,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Case De Papel Post-Measure,9019413,1/23/2020 10:34,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Pre-Measure,9028553,12/16/2019 18:00,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Case De Papel Post-Measure,9028553,12/26/2019 21:07,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Pre-Measure,9033157,3/30/2020 4:25,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Case De Papel Post-Measure,9033157,4/10/2020 12:56,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Case De Papel Post-Measure,9016549,12/13/2019 13:03,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Case De Papel Pre-Measure,9004067,11/4/2019 13:17,20,What was the Professor's real name? ,Y
